Date,State,HomeValue
2000-01-01,Florida,107384.2713435084
2000-02-01,Florida,107616.87567130964
2000-03-01,Florida,107898.83848208192
2000-04-01,Florida,108471.99635409808
2000-05-01,Florida,109090.08535475936
2000-06-01,Florida,109720.73527605447
2000-07-01,Florida,110354.38419432384
2000-08-01,Florida,110999.72312747556
2000-09-01,Florida,111668.62152108256
2000-10-01,Florida,112351.462395726
2000-11-01,Florida,113061.04681165748
2000-12-01,Florida,113792.92258800604
2001-01-01,Florida,114462.1292409149
2001-02-01,Florida,115126.98676521111
2001-03-01,Florida,115822.0065400676
2001-04-01,Florida,116642.99299541528
2001-05-01,Florida,117542.22077915022
2001-06-01,Florida,118480.86960937348
2001-07-01,Florida,119489.94441704958
2001-08-01,Florida,120559.49596558686
2001-09-01,Florida,121668.3139820657
2001-10-01,Florida,122780.17455693008
2001-11-01,Florida,123846.49157772964
2001-12-01,Florida,124892.2818161882
2002-01-01,Florida,125836.51398506698
2002-02-01,Florida,126709.94066207534
2002-03-01,Florida,127563.89321173316
2002-04-01,Florida,128524.74755757392
2002-05-01,Florida,129578.99489232672
2002-06-01,Florida,130681.26540134626
2002-07-01,Florida,131803.48055958323
2002-08-01,Florida,133002.79925734983
2002-09-01,Florida,134189.3269487526
2002-10-01,Florida,135374.29870989473
2002-11-01,Florida,136500.00714172536
2002-12-01,Florida,137719.5949498641
2003-01-01,Florida,138921.88416210565
2003-02-01,Florida,140157.40635199138
2003-03-01,Florida,141424.38318676947
2003-04-01,Florida,142835.9798616195
2003-05-01,Florida,144327.008404706
2003-06-01,Florida,145806.44674435866
2003-07-01,Florida,147271.1377405664
2003-08-01,Florida,148768.72761945968
2003-09-01,Florida,150323.41434298691
2003-10-01,Florida,151898.48654754853
2003-11-01,Florida,153443.61463492675
2003-12-01,Florida,154921.95301815114
2004-01-01,Florida,156339.24250406137
2004-02-01,Florida,157742.7675034071
2004-03-01,Florida,159280.47826896273
2004-04-01,Florida,161033.8814705739
2004-05-01,Florida,163086.62933375489
2004-06-01,Florida,165415.17917610894
2004-07-01,Florida,168002.0748717172
2004-08-01,Florida,170850.90159838667
2004-09-01,Florida,173743.70734604867
2004-10-01,Florida,176522.74127374543
2004-11-01,Florida,179129.28267803937
2004-12-01,Florida,181785.33728246385
2005-01-01,Florida,184512.7000244544
2005-02-01,Florida,187429.21242632528
2005-03-01,Florida,190699.22522368535
2005-04-01,Florida,194553.25934519415
2005-05-01,Florida,198853.76937298055
2005-06-01,Florida,203515.72412189012
2005-07-01,Florida,208490.74964906464
2005-08-01,Florida,213632.68933268063
2005-09-01,Florida,218672.4240099139
2005-10-01,Florida,223313.93270558468
2005-11-01,Florida,227605.2852101992
2005-12-01,Florida,231626.2814888084
2006-01-01,Florida,235342.98595587345
2006-02-01,Florida,238791.26676924285
2006-03-01,Florida,242374.8100676348
2006-04-01,Florida,246364.49583958372
2006-05-01,Florida,250190.6336564631
2006-06-01,Florida,253393.9886956344
2006-07-01,Florida,255592.174116742
2006-08-01,Florida,257035.14019958407
2006-09-01,Florida,257639.71779019525
2006-10-01,Florida,257612.39117537503
2006-11-01,Florida,257226.3115214999
2006-12-01,Florida,256454.1029440126
2007-01-01,Florida,255477.112156644
2007-02-01,Florida,254421.04547862228
2007-03-01,Florida,253207.5930687902
2007-04-01,Florida,251806.3357147302
2007-05-01,Florida,249981.71223934004
2007-06-01,Florida,247701.25992393223
2007-07-01,Florida,244954.0851495804
2007-08-01,Florida,241917.8590750692
2007-09-01,Florida,238809.41548878013
2007-10-01,Florida,235630.1976223663
2007-11-01,Florida,232305.9621544316
2007-12-01,Florida,228934.63126077363
2008-01-01,Florida,225271.9280069605
2008-02-01,Florida,221656.9488706712
2008-03-01,Florida,217796.18191466332
2008-04-01,Florida,214036.7402932157
2008-05-01,Florida,209997.78896717113
2008-06-01,Florida,206069.92070717327
2008-07-01,Florida,202053.862130953
2008-08-01,Florida,197878.44793443265
2008-09-01,Florida,193632.12406558116
2008-10-01,Florida,189337.0684893556
2008-11-01,Florida,185113.9542392617
2008-12-01,Florida,181076.2244195804
2009-01-01,Florida,177278.5893061222
2009-02-01,Florida,173904.11940104412
2009-03-01,Florida,170731.77488966452
2009-04-01,Florida,167573.06949216485
2009-05-01,Florida,164517.27115020785
2009-06-01,Florida,161610.4245924277
2009-07-01,Florida,159123.22494612553
2009-08-01,Florida,156831.68594651244
2009-09-01,Florida,154733.65340647372
2009-10-01,Florida,152958.69032212903
2009-11-01,Florida,151775.2540660945
2009-12-01,Florida,150875.8570541901
2010-01-01,Florida,150183.50202666814
2010-02-01,Florida,149580.59343587674
2010-03-01,Florida,149169.89685379935
2010-04-01,Florida,148811.31215204322
2010-05-01,Florida,148346.38211326176
2010-06-01,Florida,147645.28444161356
2010-07-01,Florida,146673.63593499167
2010-08-01,Florida,145460.27586893068
2010-09-01,Florida,144135.72277631197
2010-10-01,Florida,142750.5030146907
2010-11-01,Florida,141347.71438379688
2010-12-01,Florida,140010.57468989183
2011-01-01,Florida,138674.3800429269
2011-02-01,Florida,137407.33841450026
2011-03-01,Florida,136113.28321820826
2011-04-01,Florida,134861.28408127654
2011-05-01,Florida,133610.85545007497
2011-06-01,Florida,132480.55639817132
2011-07-01,Florida,131438.94329914017
2011-08-01,Florida,130619.4224876948
2011-09-01,Florida,130003.37495368904
2011-10-01,Florida,129650.211502322
2011-11-01,Florida,129469.68678209692
2011-12-01,Florida,129387.39990519256
2012-01-01,Florida,129415.97526346188
2012-02-01,Florida,129537.58379903082
2012-03-01,Florida,129732.10999707897
2012-04-01,Florida,130094.6665587277
2012-05-01,Florida,130564.04059484597
2012-06-01,Florida,131200.05443277792
2012-07-01,Florida,131838.01187548347
2012-08-01,Florida,132405.29023347402
2012-09-01,Florida,133008.7715206086
2012-10-01,Florida,133756.98506135034
2012-11-01,Florida,134816.52524574267
2012-12-01,Florida,136228.63949145083
2013-01-01,Florida,137843.651931982
2013-02-01,Florida,139492.38536645242
2013-03-01,Florida,141174.8741654272
2013-04-01,Florida,142907.76877334938
2013-05-01,Florida,144862.3143580767
2013-06-01,Florida,146777.6113898106
2013-07-01,Florida,148617.43286688134
2013-08-01,Florida,150373.9943728917
2013-09-01,Florida,152081.07829490726
2013-10-01,Florida,153883.39734152492
2013-11-01,Florida,155475.2758545167
2013-12-01,Florida,157099.42661565912
2014-01-01,Florida,158645.3429105136
2014-02-01,Florida,160311.3478429058
2014-03-01,Florida,161873.76769493264
2014-04-01,Florida,163265.13530893522
2014-05-01,Florida,164637.4949265964
2014-06-01,Florida,165774.77038380524
2014-07-01,Florida,166946.44024675657
2014-08-01,Florida,167943.47616041588
2014-09-01,Florida,168979.80848401872
2014-10-01,Florida,169849.52109984655
2014-11-01,Florida,170936.38665176844
2014-12-01,Florida,172225.17674676445
2015-01-01,Florida,173632.26567214343
2015-02-01,Florida,174865.46378333226
2015-03-01,Florida,175954.31360586183
2015-04-01,Florida,177047.89010856804
2015-05-01,Florida,178286.5732933331
2015-06-01,Florida,179556.64095668812
2015-07-01,Florida,181004.7533509941
2015-08-01,Florida,182537.82516956265
2015-09-01,Florida,184205.52040433884
2015-10-01,Florida,185948.1818377041
2015-11-01,Florida,187628.49817200113
2015-12-01,Florida,189188.56891786493
2016-01-01,Florida,190626.58445636803
2016-02-01,Florida,191989.68354952405
2016-03-01,Florida,193242.67999400423
2016-04-01,Florida,194569.90026354376
2016-05-01,Florida,195883.299491965
2016-06-01,Florida,197287.33675727225
2016-07-01,Florida,198519.7988177942
2016-08-01,Florida,199796.78165129
2016-09-01,Florida,201231.2430651888
2016-10-01,Florida,202826.98323502977
2016-11-01,Florida,204287.6671925216
2016-12-01,Florida,205499.061019578
2017-01-01,Florida,206560.50604735303
2017-02-01,Florida,207748.48210596797
2017-03-01,Florida,209135.35413793987
2017-04-01,Florida,210608.82602129644
2017-05-01,Florida,211899.3358136228
2017-06-01,Florida,213230.23767029052
2017-07-01,Florida,214494.712301438
2017-08-01,Florida,215922.32979458943
2017-09-01,Florida,217305.0698893291
2017-10-01,Florida,218787.87223821649
2017-11-01,Florida,220313.8142872121
2017-12-01,Florida,221911.39377925513
2018-01-01,Florida,223332.3258984134
2018-02-01,Florida,224580.26805155585
2018-03-01,Florida,225835.6014527932
2018-04-01,Florida,227079.6889915844
2018-05-01,Florida,228369.95917088503
2018-06-01,Florida,229456.85021761913
2018-07-01,Florida,230865.8172005598
2018-08-01,Florida,232242.2225877737
2018-09-01,Florida,233639.9160062292
2018-10-01,Florida,234790.14172422545
2018-11-01,Florida,236011.55254112143
2018-12-01,Florida,237331.5715183504
2019-01-01,Florida,238522.80351910568
2019-02-01,Florida,239591.7172122728
2019-03-01,Florida,240314.52928154948
2019-04-01,Florida,240836.44446731964
2019-05-01,Florida,241116.9597851504
2019-06-01,Florida,241523.3684982479
2019-07-01,Florida,242048.8609275545
2019-08-01,Florida,242765.52275343123
2019-09-01,Florida,243477.97181617864
2019-10-01,Florida,244422.09392724404
2019-11-01,Florida,245713.4341947121
2019-12-01,Florida,247304.90415821143
2020-01-01,Florida,249233.03403148137
2020-02-01,Florida,251049.58565904072
2020-03-01,Florida,252645.56908163815
2020-04-01,Florida,253616.3393622919
2020-05-01,Florida,253884.06146043175
2020-06-01,Florida,254018.30581226596
2020-07-01,Florida,254591.7092493481
2020-08-01,Florida,256172.3186057211
2020-09-01,Florida,258707.38452176304
2020-10-01,Florida,261707.17347185416
2020-11-01,Florida,265229.2398299391
2020-12-01,Florida,268729.87037642644
2021-01-01,Florida,272352.96508283523
2021-02-01,Florida,275962.583306665
2021-03-01,Florida,279819.7556501408
2021-04-01,Florida,284109.13679987605
2021-05-01,Florida,289299.9707792269
2021-06-01,Florida,295654.876343446
2021-07-01,Florida,302162.6032674479
2021-08-01,Florida,307952.14901688584
2021-09-01,Florida,312643.32084261585
2021-10-01,Florida,317262.191601317
2021-11-01,Florida,322429.1948971304
2021-12-01,Florida,328014.43245880073
2022-01-01,Florida,335025.84074062895
2022-02-01,Florida,343180.98800949816
2022-03-01,Florida,352806.6788653745
2022-04-01,Florida,362928.9878035656
2022-05-01,Florida,372630.12086860865
2022-06-01,Florida,381253.2327598088
2022-07-01,Florida,387104.11180629535
2022-08-01,Florida,390065.6062271516
2022-09-01,Florida,390444.2891088126
2022-10-01,Florida,389960.4110000211
2022-11-01,Florida,389251.92964687495
2022-12-01,Florida,388403.6890231461
2023-01-01,Florida,387052.4572447589
2023-02-01,Florida,385908.2693723193
2023-03-01,Florida,385442.89860078186
2023-04-01,Florida,385889.38682901947
2023-05-01,Florida,386945.83022580255
2023-06-01,Florida,388625.95627644705
2023-07-01,Florida,390334.60306170373
2023-08-01,Florida,392027.8542113661
2023-09-01,Florida,393205.412650746
2023-10-01,Florida,394272.36602556886
2023-11-01,Florida,395207.854781348
2023-12-01,Florida,396042.7558976261
2024-01-01,Florida,396750.8981469907
2024-02-01,Florida,397481.161469544
2024-03-01,Florida,398348.3778262854
2024-04-01,Florida,399031.01104243816
2024-05-01,Florida,399155.98731554905
2024-06-01,Florida,398367.12475796347
2024-07-01,Florida,397306.7456341538
2024-08-01,Florida,396286.9807275136
2024-09-01,Florida,395427.67681790725
2024-10-01,Florida,394475.36307511193
2024-11-01,Florida,393269.228757568
2024-12-01,Florida,392169.99938688334
2025-01-01,Florida,391221.4277784903
2025-02-01,Florida,390138.43518853415
2025-03-01,Florida,388436.02868844545
2025-04-01,Florida,386265.5429602125
2025-05-01,Florida,383797.4792676473
2025-06-01,Florida,381197.5361452768
2025-07-01,Florida,378430.4873865634
2025-08-01,Florida,375955.4192676886
2025-09-01,Florida,374184.45337406144
2025-10-01,Florida,373037.50034121424
2025-11-01,Florida,372355.98487610905
2000-01-01,California,186305.44662851928
2000-02-01,California,186931.67484330863
2000-03-01,California,187777.23627873897
2000-04-01,California,189612.6980334972
2000-05-01,California,191746.14582744057
2000-06-01,California,194048.1297995812
2000-07-01,California,196479.18929665207
2000-08-01,California,199017.3437851004
2000-09-01,California,201561.3883841672
2000-10-01,California,203973.96809348123
2000-11-01,California,206349.90165525785
2000-12-01,California,208675.21641954023
2001-01-01,California,210642.31827331183
2001-02-01,California,212587.37779293317
2001-03-01,California,214776.70269897053
2001-04-01,California,217498.8311232808
2001-05-01,California,220226.59522799417
2001-06-01,California,222704.543253827
2001-07-01,California,225024.46207330932
2001-08-01,California,227259.7385287973
2001-09-01,California,229429.28374846783
2001-10-01,California,231457.85523109557
2001-11-01,California,233363.57076465455
2001-12-01,California,235145.66101358063
2002-01-01,California,236585.51993972677
2002-02-01,California,238057.59502020033
2002-03-01,California,239780.6217682648
2002-04-01,California,242105.59015556032
2002-05-01,California,244820.26212229603
2002-06-01,California,247832.20505861155
2002-07-01,California,251316.68417303055
2002-08-01,California,255067.62469054747
2002-09-01,California,258857.17622004217
2002-10-01,California,262453.36257157597
2002-11-01,California,265976.6554913803
2002-12-01,California,269450.9705403308
2003-01-01,California,272520.9217183791
2003-02-01,California,275383.0749633045
2003-03-01,California,278414.8250163276
2003-04-01,California,281938.8119755764
2003-05-01,California,285852.43629810977
2003-06-01,California,289472.4171810719
2003-07-01,California,293294.2372942819
2003-08-01,California,297319.4272303018
2003-09-01,California,301790.91626237816
2003-10-01,California,306146.4685582896
2003-11-01,California,310343.39368666225
2003-12-01,California,314401.8494754531
2004-01-01,California,318603.3319503979
2004-02-01,California,323335.4319941203
2004-03-01,California,328732.9202503073
2004-04-01,California,334929.111230379
2004-05-01,California,342063.50481476454
2004-06-01,California,350025.5913679961
2004-07-01,California,358165.77858031116
2004-08-01,California,365934.38434077514
2004-09-01,California,373291.52739218535
2004-10-01,California,380357.4696071564
2004-11-01,California,386569.6425973387
2004-12-01,California,392571.47472764767
2005-01-01,California,397912.7361985675
2005-02-01,California,403701.8431705364
2005-03-01,California,409787.12863562745
2005-04-01,California,416648.8231277874
2005-05-01,California,423323.360196928
2005-06-01,California,429495.4331805946
2005-07-01,California,435400.62800136633
2005-08-01,California,441390.6891962492
2005-09-01,California,447408.2457281998
2005-10-01,California,453314.8288062823
2005-11-01,California,458106.3873849044
2005-12-01,California,462347.8012214695
2006-01-01,California,465881.62068282085
2006-02-01,California,469024.6201498525
2006-03-01,California,472018.35746326245
2006-04-01,California,474706.26802874496
2006-05-01,California,477377.2262713383
2006-06-01,California,479224.6072079968
2006-07-01,California,479910.5910396807
2006-08-01,California,479916.652372953
2006-09-01,California,478888.2242747973
2006-10-01,California,477716.2427971643
2006-11-01,California,476466.61190899974
2006-12-01,California,475382.4197715358
2007-01-01,California,474487.55820360384
2007-02-01,California,473437.80615946907
2007-03-01,California,471935.9897772438
2007-04-01,California,470010.7276409014
2007-05-01,California,467007.70702982834
2007-06-01,California,463549.310017617
2007-07-01,California,459123.17566965375
2007-08-01,California,454507.7332152825
2007-09-01,California,449320.67160563054
2007-10-01,California,443877.2923092808
2007-11-01,California,438405.51654081856
2007-12-01,California,432539.8851889276
2008-01-01,California,426699.0652831632
2008-02-01,California,419805.0833691099
2008-03-01,California,411569.79556705896
2008-04-01,California,401916.3492791821
2008-05-01,California,391640.8539829816
2008-06-01,California,381662.1484158289
2008-07-01,California,371555.79037106625
2008-08-01,California,361826.2762914969
2008-09-01,California,352837.39025440393
2008-10-01,California,345064.2647154338
2008-11-01,California,337528.4189897918
2008-12-01,California,330297.9890702593
2009-01-01,California,323539.14151265327
2009-02-01,California,318617.1042127841
2009-03-01,California,314540.45089795935
2009-04-01,California,310709.77897666045
2009-05-01,California,306997.7310246586
2009-06-01,California,303753.6530131798
2009-07-01,California,301347.8504186117
2009-08-01,California,299337.1137413767
2009-09-01,California,297762.1191615779
2009-10-01,California,296922.5358869349
2009-11-01,California,297749.664756865
2009-12-01,California,299642.85940279486
2010-01-01,California,301565.6846980624
2010-02-01,California,302368.981511103
2010-03-01,California,303395.3365482936
2010-04-01,California,304673.6769601647
2010-05-01,California,306081.20200676756
2010-06-01,California,306016.72735219693
2010-07-01,California,304887.84381597786
2010-08-01,California,302959.5445682817
2010-09-01,California,300992.0727932368
2010-10-01,California,298881.24003688205
2010-11-01,California,297011.5068652758
2010-12-01,California,295679.76845547935
2011-01-01,California,294642.7756079579
2011-02-01,California,293649.2841360694
2011-03-01,California,292185.7332953596
2011-04-01,California,290627.93064209825
2011-05-01,California,288287.5010540195
2011-06-01,California,286403.80642998486
2011-07-01,California,284763.50469052047
2011-08-01,California,282974.35155894555
2011-09-01,California,280838.6554957551
2011-10-01,California,278558.4554866628
2011-11-01,California,277432.5532239144
2011-12-01,California,276698.7582923127
2012-01-01,California,276320.498999544
2012-02-01,California,275770.771882988
2012-03-01,California,275152.9218863956
2012-04-01,California,274731.0130232103
2012-05-01,California,274922.99418988713
2012-06-01,California,276009.5504599416
2012-07-01,California,277585.25365131866
2012-08-01,California,280076.7678895898
2012-09-01,California,283441.5182127082
2012-10-01,California,287735.45942924963
2012-11-01,California,292437.29936483863
2012-12-01,California,297441.648051249
2013-01-01,California,302182.0267325974
2013-02-01,California,306377.052419634
2013-03-01,California,309980.6057934539
2013-04-01,California,314222.624697983
2013-05-01,California,320017.2833712685
2013-06-01,California,327029.3299321028
2013-07-01,California,334053.4876667321
2013-08-01,California,340771.92824129836
2013-09-01,California,347355.9280079792
2013-10-01,California,353858.64252154855
2013-11-01,California,359313.15201226954
2013-12-01,California,363706.851800624
2014-01-01,California,366886.9191303053
2014-02-01,California,369516.0504503559
2014-03-01,California,371907.0963326392
2014-04-01,California,374823.1162730804
2014-05-01,California,377934.8125161948
2014-06-01,California,380497.3460698233
2014-07-01,California,382182.25707813184
2014-08-01,California,383659.5043905179
2014-09-01,California,386098.37920285313
2014-10-01,California,389192.167368443
2014-11-01,California,392659.3238732973
2014-12-01,California,395860.650459722
2015-01-01,California,398706.8742287634
2015-02-01,California,401112.4781482439
2015-03-01,California,403081.4322595052
2015-04-01,California,404987.15265485086
2015-05-01,California,407141.95716656
2015-06-01,California,409350.18446763814
2015-07-01,California,411090.25984512555
2015-08-01,California,412256.4295738239
2015-09-01,California,413253.90034017334
2015-10-01,California,414483.4575931656
2015-11-01,California,415509.65963027655
2015-12-01,California,416445.67253031675
2016-01-01,California,419546.6540985524
2016-02-01,California,424763.3799739217
2016-03-01,California,430689.3006513307
2016-04-01,California,435166.7601527155
2016-05-01,California,438136.8496324304
2016-06-01,California,440761.4411634878
2016-07-01,California,441721.3532877184
2016-08-01,California,441419.18472248566
2016-09-01,California,439968.6027288616
2016-10-01,California,439638.84960609366
2016-11-01,California,440685.3557056475
2016-12-01,California,443211.40921632294
2017-01-01,California,447990.0727062113
2017-02-01,California,454278.5209727977
2017-03-01,California,461108.1332994643
2017-04-01,California,466685.6955631088
2017-05-01,California,470775.0826424258
2017-06-01,California,474279.8150885901
2017-07-01,California,475986.0761174281
2017-08-01,California,477460.8259664221
2017-09-01,California,479013.58969225176
2017-10-01,California,482390.28042907873
2017-11-01,California,486134.69150576927
2017-12-01,California,490535.46152661246
2018-01-01,California,495504.81896430807
2018-02-01,California,500985.4518121258
2018-03-01,California,505981.4261111723
2018-04-01,California,510090.7426436975
2018-05-01,California,513850.3961928978
2018-06-01,California,516910.67059436115
2018-07-01,California,519694.8175719283
2018-08-01,California,522681.74086722854
2018-09-01,California,526051.7991743818
2018-10-01,California,529636.5136696106
2018-11-01,California,532171.4742492622
2018-12-01,California,533656.7677621735
2019-01-01,California,533193.5356159302
2019-02-01,California,531600.7085489789
2019-03-01,California,529796.0407539908
2019-04-01,California,528760.2538474286
2019-05-01,California,528140.1757271737
2019-06-01,California,527757.795847746
2019-07-01,California,528159.6220127671
2019-08-01,California,529840.172727096
2019-09-01,California,532408.9570291523
2019-10-01,California,535437.0022123193
2019-11-01,California,538733.9334288173
2019-12-01,California,542150.8195699278
2020-01-01,California,544941.5812072282
2020-02-01,California,547185.915673473
2020-03-01,California,549348.2265150709
2020-04-01,California,551344.8845552657
2020-05-01,California,551597.062156097
2020-06-01,California,550402.3971915293
2020-07-01,California,550248.2312691467
2020-08-01,California,553461.0057528177
2020-09-01,California,560593.4861582825
2020-10-01,California,569752.0842900169
2020-11-01,California,580416.7908001802
2020-12-01,California,591054.460333868
2021-01-01,California,599887.8290520065
2021-02-01,California,607445.5299196322
2021-03-01,California,614292.1818906587
2021-04-01,California,623255.3590480996
2021-05-01,California,633988.2190756641
2021-06-01,California,645511.7439323122
2021-07-01,California,655926.9524203287
2021-08-01,California,663132.7683953524
2021-09-01,California,668018.946244507
2021-10-01,California,672381.05528785
2021-11-01,California,678132.5883519002
2021-12-01,California,685222.9261675319
2022-01-01,California,695111.1983196009
2022-02-01,California,707800.0301621631
2022-03-01,California,723100.7211926406
2022-04-01,California,737014.8396159699
2022-05-01,California,747503.0521026583
2022-06-01,California,753079.4567125253
2022-07-01,California,753384.2136440501
2022-08-01,California,748786.9983034277
2022-09-01,California,741434.4237213209
2022-10-01,California,734815.3093662419
2022-11-01,California,729613.6111296235
2022-12-01,California,725154.8233806543
2023-01-01,California,718217.8940169365
2023-02-01,California,711086.1769254642
2023-03-01,California,705840.106347485
2023-04-01,California,705262.2258501165
2023-05-01,California,708205.5103287263
2023-06-01,California,713359.8132598839
2023-07-01,California,720307.8566397205
2023-08-01,California,728169.856532638
2023-09-01,California,735682.8213963065
2023-10-01,California,741791.7643507832
2023-11-01,California,746163.3720059204
2023-12-01,California,748946.6638229871
2024-01-01,California,749474.1493637447
2024-02-01,California,749322.5020042667
2024-03-01,California,750793.3953444626
2024-04-01,California,754624.6333025362
2024-05-01,California,759078.8668966304
2024-06-01,California,761532.1332337932
2024-07-01,California,763513.2659646211
2024-08-01,California,765268.8686791133
2024-09-01,California,767548.0264590912
2024-10-01,California,769126.9006658908
2024-11-01,California,770887.0657828875
2024-12-01,California,772667.7133577712
2025-01-01,California,772831.1084974041
2025-02-01,California,771452.2147205233
2025-03-01,California,768026.5165142417
2025-04-01,California,764737.9931218863
2025-05-01,California,760853.4418034417
2025-06-01,California,757096.7506105183
2025-07-01,California,754249.8370460822
2025-08-01,California,752321.0390802756
2025-09-01,California,751900.3529466726
2025-10-01,California,752646.8738370178
2025-11-01,California,754304.2994980697
2000-01-01,Virginia,123296.80492715136
2000-02-01,Virginia,123615.85170120836
2000-03-01,Virginia,123954.11617495504
2000-04-01,Virginia,124593.32352961796
2000-05-01,Virginia,125210.40821440343
2000-06-01,Virginia,125806.31262219384
2000-07-01,Virginia,126529.67732585764
2000-08-01,Virginia,127382.69599035976
2000-09-01,Virginia,128314.89316218364
2000-10-01,Virginia,129196.90299152552
2000-11-01,Virginia,130088.40151811014
2000-12-01,Virginia,130999.98889299024
2001-01-01,Virginia,131917.95617115998
2001-02-01,Virginia,132732.19407539035
2001-03-01,Virginia,133571.1479830442
2001-04-01,Virginia,134448.08832946594
2001-05-01,Virginia,135418.07025311905
2001-06-01,Virginia,136388.25742709808
2001-07-01,Virginia,137432.88350658552
2001-08-01,Virginia,138485.2096151188
2001-09-01,Virginia,139570.1132178734
2001-10-01,Virginia,140608.8125921286
2001-11-01,Virginia,141683.82078290047
2001-12-01,Virginia,142704.13435109437
2002-01-01,Virginia,143661.5331240222
2002-02-01,Virginia,144610.6800294517
2002-03-01,Virginia,145606.29005215643
2002-04-01,Virginia,146731.40838478084
2002-05-01,Virginia,147890.10276498014
2002-06-01,Virginia,149169.92679489948
2002-07-01,Virginia,150528.16027190373
2002-08-01,Virginia,151976.83063215113
2002-09-01,Virginia,153425.32220635162
2002-10-01,Virginia,154830.7512577176
2002-11-01,Virginia,156153.9737464705
2002-12-01,Virginia,157382.25468601545
2003-01-01,Virginia,158461.1303835629
2003-02-01,Virginia,159549.52801826186
2003-03-01,Virginia,160705.43650754317
2003-04-01,Virginia,162052.20242462985
2003-05-01,Virginia,163535.49546560238
2003-06-01,Virginia,165109.72757176476
2003-07-01,Virginia,166831.36560665938
2003-08-01,Virginia,168611.3884511716
2003-09-01,Virginia,170450.40327709596
2003-10-01,Virginia,172323.3462322766
2003-11-01,Virginia,174141.65671473776
2003-12-01,Virginia,175891.2981309651
2004-01-01,Virginia,177488.1177898658
2004-02-01,Virginia,179237.71389888317
2004-03-01,Virginia,181274.00196323785
2004-04-01,Virginia,183711.7356206784
2004-05-01,Virginia,186631.06713218355
2004-06-01,Virginia,189960.60256583532
2004-07-01,Virginia,193738.92658806892
2004-08-01,Virginia,197713.56931617853
2004-09-01,Virginia,201693.90481901375
2004-10-01,Virginia,205228.9441677941
2004-11-01,Virginia,208306.67285558232
2004-12-01,Virginia,211265.43269366896
2005-01-01,Virginia,214267.3895295198
2005-02-01,Virginia,217201.7969429004
2005-03-01,Virginia,220316.85358295796
2005-04-01,Virginia,223862.98070650903
2005-05-01,Virginia,228112.02786625057
2005-06-01,Virginia,232423.97361225472
2005-07-01,Virginia,236644.11936735027
2005-08-01,Virginia,240451.98890728905
2005-09-01,Virginia,244213.43335249383
2005-10-01,Virginia,247568.34220496868
2005-11-01,Virginia,250660.93127067943
2005-12-01,Virginia,253215.50709928863
2006-01-01,Virginia,255463.98013043808
2006-02-01,Virginia,257651.89187884377
2006-03-01,Virginia,259852.88938007108
2006-04-01,Virginia,261854.7123316525
2006-05-01,Virginia,263318.18493531196
2006-06-01,Virginia,264335.450024422
2006-07-01,Virginia,265219.8708308562
2006-08-01,Virginia,265803.3850558302
2006-09-01,Virginia,265889.5269409316
2006-10-01,Virginia,265598.6022068789
2006-11-01,Virginia,265249.49163262476
2006-12-01,Virginia,265024.3612866437
2007-01-01,Virginia,264770.11472645384
2007-02-01,Virginia,264668.7195379053
2007-03-01,Virginia,264603.02846740425
2007-04-01,Virginia,264756.18070730753
2007-05-01,Virginia,264572.50216949155
2007-06-01,Virginia,263978.22399693937
2007-07-01,Virginia,262858.5488786918
2007-08-01,Virginia,261613.52264758537
2007-09-01,Virginia,260474.75143162048
2007-10-01,Virginia,259488.80739250177
2007-11-01,Virginia,258514.0694526937
2007-12-01,Virginia,257228.63030213944
2008-01-01,Virginia,255740.21854745873
2008-02-01,Virginia,254072.0321076099
2008-03-01,Virginia,252109.4694255868
2008-04-01,Virginia,249875.4575180264
2008-05-01,Virginia,247495.81253273608
2008-06-01,Virginia,245426.4331235957
2008-07-01,Virginia,243314.77012176928
2008-08-01,Virginia,240980.90272084647
2008-09-01,Virginia,238568.51838607687
2008-10-01,Virginia,236528.0919556131
2008-11-01,Virginia,234838.44284493648
2008-12-01,Virginia,233313.74742848112
2009-01-01,Virginia,231657.0058090237
2009-02-01,Virginia,230056.40776850216
2009-03-01,Virginia,228488.188689232
2009-04-01,Virginia,227088.231532326
2009-05-01,Virginia,225897.40133175193
2009-06-01,Virginia,224806.3997633208
2009-07-01,Virginia,223839.04191319444
2009-08-01,Virginia,222837.1019851272
2009-09-01,Virginia,221854.9967968706
2009-10-01,Virginia,220970.14309544445
2009-11-01,Virginia,220467.5214651148
2009-12-01,Virginia,220375.95758900457
2010-01-01,Virginia,220671.3021310668
2010-02-01,Virginia,221020.68050543693
2010-03-01,Virginia,221392.38364132817
2010-04-01,Virginia,221792.4042498972
2010-05-01,Virginia,222155.19906669424
2010-06-01,Virginia,222181.1384405559
2010-07-01,Virginia,221620.9362962394
2010-08-01,Virginia,220709.3112772607
2010-09-01,Virginia,219724.55798298417
2010-10-01,Virginia,218833.0894551135
2010-11-01,Virginia,217939.5109735499
2010-12-01,Virginia,217226.28753364575
2011-01-01,Virginia,216607.69653681017
2011-02-01,Virginia,215989.28156136992
2011-03-01,Virginia,215272.4838306312
2011-04-01,Virginia,214592.5238046964
2011-05-01,Virginia,213970.49821656707
2011-06-01,Virginia,213423.6245280356
2011-07-01,Virginia,212869.87746691308
2011-08-01,Virginia,212379.666390144
2011-09-01,Virginia,211788.9217517656
2011-10-01,Virginia,211160.06798195385
