,Florida,California,Virginia,Texas,Massachusetts,New York,Connecticut,New Jersey,Washington,Michigan,Arizona,Colorado,Utah,Maine,North Carolina,Iowa,New Hampshire,Montana,Kansas,the District of Columbia,Rhode Island,Oregon,Vermont,Missouri,Pennsylvania,New Mexico,Maryland,Idaho,Georgia,Nevada,Tennessee,Illinois,Minnesota,Oklahoma,South Carolina,Mississippi,Indiana,Hawaii,Alabama,North Dakota,Louisiana,Arkansas,Wisconsin,Alaska,West Virginia,Ohio,Nebraska,South Dakota,Wyoming,Kentucky,Delaware
2014-07-01,166946.44024675657,382182.25707813184,232569.83571169773,154447.56746563155,325994.33028129296,268578.5522904547,236453.96574796675,294080.25973070104,254414.53039080018,118664.1259082819,192369.01953724292,253517.22316178167,223634.42145457026,181904.0868388667,156896.26965423304,129448.84875517346,216749.58756070898,200601.624864202,121001.62849138236,450960.6678569273,223844.18397705536,237544.02207519088,223588.10820229704,129174.85643065166,157971.70519709546,166889.67774193914,266771.5504338686,177344.01254816694,146839.19434306206,194213.69247852042,146169.386370606,157770.23673181582,184488.63864226945,117904.67934054536,149833.76486839462,118532.26061845165,118269.17447368633,475019.6470916806,134179.28661838398,204200.1688685139,165782.11676683679,125730.81231312577,157404.91953186804,260053.98913258789,100970.79422111994,116563.38786580162,135306.79630766477,162949.80231135726,210755.73255009306,115641.32734871894,226572.2838347122
2014-08-01,167943.47616041588,383659.5043905179,232853.08387958168,155489.54397061208,326370.4493704633,269035.8184686691,236231.8885333479,294298.61508499976,255010.87099391225,119475.1182408331,192811.64919383905,255140.01152878848,224192.38877260927,182272.26016670608,157111.95170858235,129891.33383811596,217176.8135292319,201646.60005009398,121540.61355540752,453512.81905989535,223865.2538260692,238717.60379775838,224159.00829604318,129793.48964895499,158213.60689591107,166789.08045272162,266921.5353232726,178032.61958803015,147519.22195053383,195535.05820971588,146604.8141427569,158583.92174689984,184813.23835535385,118460.47326802551,150156.0705793964,119518.8040181193,118831.98227312358,477305.14017849736,134452.80814536623,205795.49234977,166504.79608710273,126137.39970543345,157686.11097979007,260517.8065443755,101975.79254450854,116953.63033904473,135834.70029785813,163722.1970680029,211347.26234265618,116090.2584821206,227243.18549050912
2014-09-01,168979.80848401872,386098.37920285313,233219.9648040256,156408.23342652034,326965.79881983186,269649.40945728426,235878.40882038884,294608.75635156786,255828.7787911196,120041.8386620847,193305.96248801678,257114.49407727865,224828.7622789558,182438.79737947579,157274.65506497712,129946.7558265925,217506.9691963894,202742.12431773846,121951.46359861246,456005.5711314443,224123.71541547283,240079.15230094278,224760.15528879722,130176.01987900141,158236.4739974719,166710.70459132534,267456.0754127198,178727.72094358015,148132.88140843835,196540.32653936974,146904.39079762794,159179.48671785792,185155.65361406715,118919.32406231057,150375.98691397347,120406.7428340619,119262.81445538951,480517.6369997798,134591.31632902453,207372.8065198079,167057.21203163257,126488.70053790584,157708.5140725925,262190.3674554141,102945.958432206,117153.93170163258,136173.25737757984,164395.13875936894,212144.99529591654,116235.8484939824,228278.45313092365
2014-10-01,169849.52109984655,389192.167368443,233453.1965072027,157059.58073712137,327266.39581179305,270125.26505997963,235248.53400332876,294796.3971676629,256663.58111783295,120196.99559853692,193591.5834112604,259251.0991214664,225284.70023942378,182154.85106790194,157271.6557741358,129468.04646468128,217721.97728561048,203276.51462757456,122268.5828249665,458119.64131722716,224341.32727040493,241349.77077072088,224859.85704675387,130256.44966884883,157905.1548684515,166519.9477757944,268042.4149035654,179131.18297223526,148599.7313315971,197191.4108653495,147031.1889781805,159535.71854292008,185378.6177237106,119216.51109059574,150368.42247946275,121017.26055305866,119377.00153302429,483484.6513870906,134353.8472607548,208774.18794953162,167374.47355725864,126576.14527607523,157460.8928506147,263371.04263532604,103554.1269576397,117061.35906157327,136312.02085433804,164658.35437136496,212651.74975191787,116094.8614010794,229028.35707286713
2014-11-01,170936.38665176844,392659.3238732973,233687.58051700486,157882.75565061247,328041.0230722979,270778.87378142745,235006.83183401419,294892.7944862502,257880.43952533577,120401.3165276946,194028.97135728053,261649.84933156346,225788.539910899,181885.40902407936,157415.4072974273,129149.46204615128,218080.14368817638,203965.73836135585,122569.95442910801,460425.70112555166,224832.20452778635,242747.03749735202,224750.3086310859,130349.54522887386,157697.8017752287,166602.713076225,268740.68953451794,179366.7184692989,149153.16166719724,198320.86211524098,147386.6668658105,159872.9287779176,185698.01766284474,119639.69962791567,150525.76945835032,121574.31186115876,119449.72590466838,486425.7059270642,134078.3075373612,210248.29927608688,168048.18953989536,126632.11576817893,157298.47472074695,264653.7032947259,104279.71081180683,117024.90406111199,136456.0440352863,164754.9914330228,213081.2846439759,115952.64182847238,229939.7055642123
2014-12-01,172225.17674676445,395860.650459722,233943.8335177192,158845.84075543645,329164.5114371116,271336.6629455302,234921.32374351568,294862.79636621743,259514.14702850557,120687.09063596877,194467.30637771005,264247.90811400866,226478.36581106472,181660.64528226448,157707.1364323421,129281.75341843806,218620.8197585335,204741.20997785512,123096.73111998614,462982.2690990584,225223.7757811516,244455.4510427571,224512.14450777948,130631.27258352353,157679.07463582727,166868.55384629374,269063.46475175204,179617.3071474797,149746.42160708373,199188.9750031104,147836.69463351826,160238.40613650545,186131.3610197136,120287.6784980339,150769.02946990397,122262.5710922428,119609.22527092301,488600.1336808901,133907.56105675243,211887.5393095589,168988.746545693,126738.20204682068,157403.63016188247,265437.09432606545,105000.21107707254,117160.46431582636,136789.49050993274,164953.62311272748,213764.29257279573,116009.36937273589,230556.72440863485
2015-01-01,173632.26567214343,398706.8742287634,234305.36805323302,160051.04415327334,330966.4539469366,271754.4838716276,235075.5753918235,294808.8618269525,261631.71750253567,121197.22903033717,195112.56683150554,267194.69089794665,227628.37131907864,181590.62960212547,158207.53712119802,129847.49327379644,219233.29137820893,205733.1989971987,123610.41647736542,464617.3166604487,225586.6251068417,246402.57966522055,224541.95961889354,130986.58241809039,157758.69326141194,167102.46876766754,269139.83378686476,180125.6538196348,150334.655920133,200242.88501516392,148385.65635889416,160467.899011423,186884.16857383816,120899.681577224,151151.23191714534,123047.64332675083,119851.97429623269,491089.7302828285,133804.71070695398,213394.45596686038,169999.74133195143,126912.215169538,157817.06340899484,266311.47214939183,105801.33801504252,117498.6163945123,137207.74379236196,165534.851748671,214830.2611148857,116129.89323052888,231557.72356063532
2015-02-01,174865.46378333226,401112.4781482439,234662.68829786777,161300.04832833944,332935.51126240223,272000.79469572625,235044.37593333892,294905.57268180075,263965.886394808,121756.9932864231,195803.17210689015,270482.9638229378,228931.7910969938,181776.02494176617,158765.46814418133,130582.13633607961,220023.9540337861,206616.97796522963,124109.53718938572,465857.43488512747,226142.99187472145,248596.90786418386,225026.0563292251,131230.1633804971,157810.74913039795,167305.1847541949,269241.4580770628,180977.28943609228,150908.88652045495,201159.83241206594,148965.08966325983,160488.0976562461,187827.40994535267,121263.19546484893,151596.8618887955,123722.71236608403,120105.66876149627,493711.3256827854,133693.84745067082,214820.64295387673,170993.8641722744,127065.12442287011,158329.82733678553,266895.054043658,106288.03547869371,117864.36592097829,137719.36510813728,166388.81040033876,216297.84277003942,116274.74699686492,232702.06583497152
2015-03-01,175954.31360586183,403081.4322595052,235021.7695182827,162521.12014327795,334719.832290438,272250.8977206798,235345.85018875074,295339.6499349091,266152.37634574674,122530.35472298301,196757.16807200116,273679.705689076,230396.13442801315,182055.89324151163,159307.0822154413,131314.53025959426,220826.68742804843,207572.26402302823,124503.82164402853,466400.66464323184,226890.7802365506,250586.26096382202,225642.8499401765,131537.1180577739,158002.23756407315,167691.08294459054,269727.3274493294,182110.6881323162,151553.51825644544,202355.37929670527,149621.30019476416,160721.758127075,188919.61466049156,121539.96500811334,152184.86869962545,124472.60670007719,120381.00799510004,496017.75741142296,133794.88631489658,216238.71692709439,171779.31647706946,127336.25227139292,158923.60043145242,267091.8995240367,106750.39590314012,118288.02398215851,138248.02044396583,167187.49252956404,217781.74115476335,116502.60274045262,233908.95018798803
2015-04-01,177047.89010856804,404987.15265485086,235404.2974070187,163663.79933258588,336186.0844399864,272704.80101744196,235768.75000352983,295818.96629426087,268191.9525287409,123473.98889084019,197906.83821758,276675.46879841544,231896.21066560698,182729.07047319133,159880.88966922517,132140.42746677916,221915.1569408388,208883.30464271005,125035.87563093209,467663.068764297,227784.2366400916,252510.2562565843,226428.76123167333,132039.71433392246,158422.7156283404,168335.67039624657,270565.98275561834,183325.6417753786,152360.4385155526,203785.95473779843,150410.4769631085,161115.53718886772,190070.2285640653,121918.93845861424,152884.59837412174,125336.16072836267,120799.15076255907,497542.0431932222,134294.1312076062,217966.57931316935,172668.45002526205,127773.22496336442,159609.38490754995,267658.8176598488,107214.7177857932,118821.7199191077,138975.52169317286,168014.25712805378,219166.04897484984,117049.14536844198,234849.07892853612
2015-05-01,178286.5732933331,407141.95716656,235898.78801327167,164757.06848229255,337516.85477925604,273519.8910135462,236281.06979554778,296579.1776423419,270191.6920320737,124550.88561842257,199282.67013410587,279423.84317901987,233484.3127235102,183558.9101132312,160514.46643194184,132851.84048030397,223001.4818418797,210334.76503163888,125571.92876829878,468903.85211443,228441.10688373863,254314.44373230243,227291.63698929246,132740.09605871412,159016.47508484987,168942.66795048412,271379.99170041183,184704.69346088366,153250.62689442234,205493.3198928937,151309.61402527822,161864.21795074025,191185.85436983113,122366.497691783,153707.1837814957,126406.60588822754,121314.38304342517,499298.5748823892,134928.46079350103,219812.16862847717,173634.42384470205,128184.63604024221,160380.7316473741,268530.6875567652,107752.27648133425,119496.3925913861,139737.25770562314,168798.7500189157,220331.89992340343,117706.73171142691,235417.0130620026
2015-06-01,179556.64095668812,409350.18446763814,236365.2922442267,165846.0666366246,338627.1719983238,274413.2593738394,236486.25658899356,297110.15536812635,272091.3180506691,125508.08204638636,200652.9975716057,282075.11556587514,235193.55487126167,184555.49944728438,161149.6786668017,133414.3292317534,224076.57384135248,211813.76705144983,126055.2356090494,471109.17712803005,228993.89843248398,256223.20731634228,228122.17268652076,133387.15099391143,159546.1572229138,169207.11630128647,271941.3810317774,185986.21941822636,154144.0484624382,207613.83496373214,152242.02791398915,162478.37098228998,192112.0500575936,122620.87500832592,154513.26473162347,127341.68261529067,121891.26669078025,501225.7883480903,135459.77550913635,221424.82973613695,174405.78327280717,128605.8049913608,161042.72524969024,269459.16286069364,108238.70709371316,120145.69250968967,140493.70028575775,169666.99913902083,221415.484697254,118325.54864130495,236098.55837223434
2015-07-01,181004.7533509941,411090.25984512555,236970.47454630796,166978.33332023618,339933.9615262576,275525.3914378855,236807.52751900224,297869.3416237591,274101.8246745645,126315.5993907511,202097.5166294463,284864.9507889008,237116.78118230833,185638.01581802676,161823.33030084972,133810.25148384782,225165.90306837266,213168.34327505995,126542.18358140047,474152.25558494014,229861.46743043742,258396.21223561818,228875.0322743264,134101.38735731933,160176.7796365697,169427.2606067894,272545.2018533671,187236.16898714754,155127.3353727631,209809.571510938,153229.3651585578,163135.17044140983,192919.18558505084,122870.86757961653,155344.37416872306,128323.99730882644,122410.61689945181,503823.2786874362,135820.29608203858,222597.18935185776,174970.11880639635,129109.08386042179,161545.17180432216,270502.64493103046,108653.6709852258,120819.8208809028,141159.55200882556,170356.45251353108,222824.78917559437,118855.1203086064,237047.30587184502
2015-08-01,182537.82516956262,412256.4295738239,237712.72857824163,168159.58175452412,341653.49087073194,276859.42439007567,237135.01151183317,298835.1588219055,276146.46985222533,127064.61267279585,203580.48296385616,287816.47462423204,239354.60983486337,186634.29303893188,162523.23537418668,134380.60657046785,226438.63543052564,214542.98781701017,127195.03286702947,477662.9605226891,230970.36397599193,260896.51440640725,229413.61462776284,134886.65237780486,160901.29507525885,169689.81466631006,273124.9563892153,188433.82068662727,156147.55084896708,211667.782934673,154154.17325912774,163721.47183738148,193720.1563659167,123132.18725886359,156159.65206445288,129340.43124481419,122974.83030747168,506870.0182886974,136154.82618708603,223578.93582049877,175256.67301202242,129816.59892961838,161999.2181137799,271677.51123222156,109057.31656557681,121529.56476522051,141958.57683096873,171169.78742290463,224393.06978632114,119460.12519389721,238291.68707349032
2015-09-01,184205.52040433884,413253.90034017334,238564.93912371295,169364.0543698033,343871.14355955546,278623.7134326005,237565.7384362074,300240.98126262095,278493.9539233074,127809.96361631894,205245.1948192504,290924.52964329504,241634.8295697592,187704.7548369428,163280.84995097405,134965.1110265033,227789.58028815675,215955.26640976235,127921.04169223733,481627.523243628,232315.83751831859,263633.61716307316,229949.43583199184,135703.175076513,161610.65012468805,170171.05593036205,273882.0837646138,189707.0292376771,157228.33855358002,213293.33031459202,155116.8322607509,164402.0168038901,194646.11372169966,123627.22288052637,156970.12519363925,130466.08408508943,123429.42178718408,510936.3200768109,136449.54910518357,224327.87931100358,175774.40485150844,130558.66359540909,162428.7196844845,273495.7065350932,109634.48072044596,122197.61420501616,142743.95630914252,172060.31294051508,226006.43437512216,120030.36308423516,239480.48507153624
2015-10-01,185948.18183770406,414483.4575931656,239480.4522389863,170577.68457182634,346155.6206027349,280531.82474117004,237984.47097265153,301906.8280446756,281059.1933438471,128579.29216698348,206952.62295083716,293847.8327984959,243829.07522440574,188849.3903169815,164099.4480701272,135655.27627575074,229169.72325794827,217378.07759005565,128737.6172651974,485552.05271680123,233671.50581169804,266755.23055799166,230452.68272425662,136493.17550702422,162146.02214775005,170661.9869171358,274717.4434108402,190925.47407786702,158263.75388525237,214737.917511382,156140.73180646563,165348.90265842367,195672.95635221343,123958.79461762629,157890.385688841,131334.65796847935,123869.99772944713,515027.4447466622,136860.98227911256,225218.36357860194,176607.59842144398,131434.07250579208,163065.77722179587,274912.3818790606,110454.10584585262,122821.56223319359,143611.6313543894,173058.9409080375,227218.22255802518,120603.03912653157,240377.40400594156
2015-11-01,187628.49817200113,415509.65963027655,240268.67307729836,171646.45557867104,348212.40168906836,282091.0895366151,238392.81297793562,303369.2389480685,283922.6699941819,129215.34634024413,208684.8108602399,296670.24365778244,245787.92407295108,189849.7726088812,164808.70890018585,136281.84580603972,230286.8319404722,218718.43685990246,129352.99308401854,489385.42394939624,235182.09762892834,269854.2909416218,230494.16200824096,137087.01447605077,162416.71261759303,170856.9758455532,275697.82678143174,191855.58617222277,159188.39795388814,216460.93607717872,157102.38900455614,166250.46119620066,196723.80946512558,123957.7689234197,158763.31965046233,131626.2463232651,124103.3664503147,518031.6917615449,137243.8327783275,225893.93583994728,177448.955555158,132097.94267167678,163724.43075167164,275993.25079674996,111096.0466429026,123199.38063820566,144261.60271069803,173734.0097357214,228046.76241202405,120975.05238127844,240898.28373614256
2015-12-01,189188.56891786493,416445.67253031675,241066.14488822152,172754.9061206951,350361.97586576175,283354.7769349544,238578.12926095387,304626.5046319543,287108.9503157797,129900.43241547733,210311.9751309238,299423.5705875917,247799.6527941095,190645.52566597474,165619.3889439622,137160.2520709289,231288.96293571874,219997.55110735446,130047.45848385633,492318.0053353308,236716.87964541474,273263.15152116824,230489.46176327273,137788.83935639585,162776.5954170472,171030.36233410428,276805.2466959867,192795.6717174475,160118.9004432154,217981.20549471478,158116.89361109099,167125.27261971033,197970.6958079052,123597.00766692434,159703.02021268322,131712.65634762438,124503.87351321652,519417.8488572406,137793.59014574662,227044.06991281433,178598.12664026223,132759.09557494757,164667.30112418885,276446.90070642886,111378.19622570758,123672.142502803,145071.25331641012,174505.20687483225,228429.73494071417,121484.52977578402,241451.72592151584
2016-01-01,190626.58445636803,419546.6540985524,241945.52463491718,173941.88308037797,352646.31363988743,284248.9449385822,238847.1948786281,305542.1901875344,290600.1371492516,130777.71100526897,212309.8852152332,302256.0155257124,249962.86723807023,191159.5003071985,166540.87074447438,138154.20181117512,232096.6318989854,221224.56381716186,130644.82553479023,494159.39451516024,238268.13406533338,276547.50880103285,230376.13282242758,138591.65187014645,163266.08309651326,171193.94884749383,277969.88121724763,194181.51995404027,161148.53239822076,219476.91707162964,159167.63492758377,167965.87070331955,199437.87870120443,123530.95934515224,160668.0995262546,131956.00906532642,124977.97613603725,521054.32796195796,138410.08005171557,227758.0641070142,179481.1764997222,133477.26793407174,165652.93742828115,276663.0028469328,111602.86188504931,124308.59413839933,145912.026713321,175278.33777874918,228784.4918504816,122057.30876933667,242477.0140184938
2016-02-01,191989.68354952405,424763.3799739217,242679.08903017978,175180.06835774612,354717.57831521775,284947.4919395534,238852.6991120812,306147.05879390164,293896.037552861,131705.88101082796,214190.53807594115,304983.1145836217,251962.29322210388,191737.524411305,167476.52765097268,139141.59634867831,232590.79926864244,222339.26051993904,131229.36215676568,495777.5206419183,239488.1289853298,279615.60585875495,230248.83097586955,139413.75409936663,163767.57304743747,171510.78682576786,278779.9253547201,195783.71605185384,162160.7743421062,220841.6367495805,160194.99265138104,168872.31843696226,200924.34431321287,123967.7091122882,161541.3510058677,132468.2686316256,125620.3725169447,523209.84984982834,139098.83269075133,228225.228672419,180226.61850984255,134175.24089786012,166555.67666023772,276699.73746492015,111845.38348122821,125107.36226154155,146830.83827917854,176136.03449906994,229258.55259718944,122681.30480846732,243612.42587676985
2016-03-01,193242.67999400423,430689.3006513307,243007.3476159436,176093.12003879924,356224.0774088911,285263.6595508525,238955.14012342048,306325.01983917865,296601.00186381815,132350.13116052226,215659.0301108877,307654.25563734636,253539.3759884087,192007.19892031085,168049.481416792,139589.937349061,232777.21108996193,223016.24924165988,131463.6600714221,496874.6666513993,240357.12761715404,282219.34562493576,229595.25298261433,139855.03340290952,163808.95304272705,171769.70149003842,278910.3287923136,197317.9288600064,162879.4588044218,222042.36153563941,160898.58999439454,169497.72683943066,202178.89605566533,124682.10882309504,162074.84681802578,132681.3912596937,126015.87272225793,525975.3127054974,139451.42425992127,227704.79615261094,180250.80587278804,134546.22924629782,167131.6130037402,276312.8230049437,111888.91053688036,125600.41165795528,147448.98278635615,176580.9307622281,229609.57440570704,122967.87288892739,244408.48437100145
2016-04-01,194569.90026354374,435166.76015271555,243033.4359303936,176961.8851169073,357791.0312619536,285828.6908138998,238880.73990311622,306658.0738382361,298965.79924005014,133008.16218222806,216543.8150550916,310494.40853371326,255074.39586312792,192494.65330847094,168514.93563815687,139692.94016151788,233151.17419014662,223445.2735994498,131592.87763826863,497879.65071559726,241185.13594267482,284893.53590821807,229210.00870167802,140126.75864133457,163801.7152463428,172238.4778953039,278866.4940689132,198689.05880749528,163618.4521827982,223484.35501620825,161500.4787923481,170074.27301327942,203355.95974219462,125397.0395502121,162512.71692810164,132755.12261289122,126488.3871729051,527983.8083403278,139805.04635664227,227107.54946248909,180343.22139592885,134735.23584454283,167757.00728175722,276457.7748303162,111696.55632122747,125907.19458483404,147942.7723685402,176919.90382196216,229676.56172818327,123180.498404522,245282.2475805561
2016-05-01,195883.299491965,438136.84963243036,243063.15137687544,177800.26861979428,359532.9133983338,286695.57110156445,239167.47368754665,307237.33344603656,301236.2429116952,133719.36570183918,217300.21360040247,313290.1936030449,256811.32219356424,193220.52659561046,168933.98117539438,139558.5809972053,234068.74843539213,223742.98197103987,131704.1810894939,498545.21794449777,242320.77421718396,287756.9099540845,229471.8574978615,140489.03339137908,163999.80851171937,172934.4717846065,279052.50005852524,200198.74879595963,164335.95433301618,224808.08548577563,162047.4162365738,170637.43111772163,204277.3098528122,125979.37455435329,162909.19910350456,132866.59696101028,127004.87209067208,529706.0554545103,140018.2010901414,226584.63294699788,180404.33234951113,134916.82656549674,168395.33517024046,276893.48105336755,111469.52310042326,126105.04222015577,148336.14274799463,177296.84858998097,229656.21609827763,123470.24982301456,246181.61141793625
2016-06-01,197287.33675727225,440761.4411634878,243355.2864959886,178799.62184799145,361368.5214600155,288039.9837308236,239471.29269527286,308093.9257092982,303546.20159919705,134635.49910223405,218164.03866808806,315920.1936649036,258805.52643434625,194416.58540164903,169561.2518056781,139653.3032756976,235327.43366892822,224148.51251082297,131970.8826669099,499321.22200044384,243741.64594683712,290626.47127570823,230469.85217861555,141071.2476494075,164504.88486066353,173683.71999138626,279738.98625348345,201763.94311070605,165113.3232973363,226280.69995379157,162746.308895795,171327.37400736343,205154.9799040867,126485.75641988505,163498.31422486712,133280.87649688052,127688.13631316817,531285.6566126299,140363.3829862013,226470.6024668507,180695.37107633703,135268.51843159684,169107.0111742861,277523.71571440186,111371.06644083779,126496.28056803445,148841.90695238436,177833.0308363332,229734.03836215625,124059.42416508397,247464.35710881618
2016-07-01,198519.7988177942,441721.35328771843,243639.14222927703,179632.6865949655,362715.7261026087,289145.21414326044,239588.54705746277,308729.0671887349,305526.9760283202,135162.4338692792,219080.4486359444,318102.2235262606,260571.04630822572,195347.90897237067,170077.19409749028,139671.36332494955,236240.35195779867,224484.78386990298,132081.94999365785,500054.1540328728,245047.34785491438,293125.4758082459,231274.68548220178,141539.1055817913,164899.490044913,174038.44924035206,280361.3327564499,203057.02268742517,165541.96629840412,227286.29359333645,163426.36306977045,171638.86573453518,205700.49245695825,126796.53488758142,163968.35479314308,133631.8265257441,128212.19399555451,533747.4960996944,140429.7874859822,226110.1986414278,180519.37484938884,135440.50677396604,169404.43718968783,277672.29806574347,111173.1413409771,126748.02621982842,149257.40448390448,178314.68985046342,229605.04382991767,124471.9352089844,248372.9500966014
2016-08-01,199796.78165129,441419.18472248566,243992.9302118203,180442.70631842388,363647.3228495899,289936.1757053074,239597.40434242072,309133.5698304535,307320.31210327795,135634.39451706718,219949.11244278913,319859.70458722505,262067.4624036412,196111.79067941091,170762.61692702805,139833.74193826623,236752.43462723133,224663.5715687986,132180.692162387,500986.587788614,246093.0393324544,295293.6885082799,231805.1062380584,141889.35451809957,165295.5111498282,174184.15255263486,280619.52579414815,204167.58534235987,165903.482579319,227822.7931899268,164299.6703011504,171839.88200341523,206292.04278575047,127041.34070175634,164546.46884320528,133877.46070178505,128697.80806444008,536585.2658815217,140606.27856559228,225182.5856450488,180457.7676214195,135785.21634493468,169775.2067272848,277455.16810170864,111007.43281872186,127021.333868292,149661.94247938305,178731.02768496072,229198.21402539127,124888.53540507308,249302.26562750177
2016-09-01,201231.24306518878,439968.6027288616,244482.58227225006,181368.86897989793,364916.76905045396,290544.85430583014,239597.88887403696,309291.78650400153,309154.8436467004,136116.88855470755,221101.59987612083,321482.70900720387,263427.8591170661,196872.95971829412,171610.6329057374,140167.53894751644,237204.29699761258,224814.43221442684,132348.81571777922,501868.04774905863,247293.83995138458,297258.5132613652,232131.45650734473,142277.08415789297,165795.12895475453,174209.38830291468,280950.44430779206,205354.33632907292,166419.49753415864,228333.83294301666,165398.35746580464,172010.9859598688,207065.7998497961,127278.75445494034,165283.0096902347,134089.8070082709,129244.63894939622,539674.907662269,140910.73863173494,224137.11055793896,180291.82334951963,136197.55145026502,170358.93896280427,277691.04405039106,111083.09031598298,127351.55419006658,150156.81530048477,179274.38270485797,228594.1199577419,125344.97996118269,249930.97014757976
2016-10-01,202826.98323502977,439638.84960609366,245293.96796888558,182390.19067639284,366786.4752823053,291392.38303869014,239995.64083786643,309560.0861334006,311357.9786219336,136817.2604683628,222245.0070724577,323392.30772555456,264851.4434477387,197857.32188621117,172677.31692081978,140772.87583409355,237958.23627059584,225064.6529491107,132723.37189929868,503629.4086500623,248468.9079898626,299468.0408225993,232574.4275149789,142877.8980967585,166430.92212941134,174605.2058511827,281615.43683623435,206700.4053242052,167200.20230016264,228998.00924415395,166757.7291031019,172541.6573032204,208087.66373691885,127692.33374731381,166227.0826149198,134179.67130857066,129927.18854779571,542605.0270589521,141426.0448143206,223333.21536386656,180522.16094150682,136809.9460885184,171345.3023944248,278049.97227137204,111206.60842796306,127881.27313449145,150792.1438057144,179883.29632970528,228333.8715171805,126047.50022182964,250872.01177248475
2016-11-01,204287.66719252162,440685.35570564755,246310.56579410343,183539.27548928416,369325.85378146434,292701.7763777738,240518.75771557307,309975.0030875577,313998.26094243163,137627.5656860719,223418.2902277289,325888.56859356764,266383.8305792015,199095.848759216,173722.69169781727,141372.96296219793,239140.10188057207,225814.83745692612,133328.00501210033,506706.74683871894,250038.11567699575,301969.01363043213,233358.70084096098,143688.9622278153,167012.7809148482,175104.81764222708,282857.61303480965,208225.79423760695,168150.69337865838,230216.79903404633,168271.9918272737,173208.6749552292,209329.42676623038,127971.84959730464,167159.08154332847,134244.65006716517,130626.26131620491,545297.8291205645,141933.3932149545,222971.25586781278,180449.62705331494,137297.8974785295,172437.92891972268,278678.39032171905,111325.22836394841,128454.21047862759,151557.36628784778,180534.76752283177,228403.8817201332,126764.5698539877,251702.66367334969
2016-12-01,205499.06101957802,443211.40921632294,247394.2075789339,184643.43802622962,371873.1058397282,294510.0054899759,241373.54698232398,310952.27822137997,317111.3080095952,138556.235720041,224492.16817133702,328830.6538418401,268026.84739180846,200430.38414293868,174713.0021461293,141827.3593265883,240702.9475612355,226929.05485312987,133975.25792878013,510601.1212403605,251652.40681192584,304813.28307928186,234518.70527124684,144556.07001618308,167669.36075234515,175589.2242881495,284272.50142101984,209812.00193669935,169165.80538154524,231618.1067732981,169774.44365868164,174152.22702753567,210698.38845580068,128061.25442077394,167932.20565439764,134268.11964404257,131316.68857127745,548000.3663950702,142445.83819673207,222807.5380758438,180422.90458412666,137695.06868668858,173540.16445615084,279078.94421867374,111341.48690588555,129065.24950100963,152261.4207186609,181159.47681166732,228808.8831252544,127371.96445626438,252850.63026053715
2017-01-01,206560.50604735306,447990.0727062113,248428.4088676072,185729.80709081877,374171.7010576975,296167.6443661446,241899.84256525504,311865.3391624012,320444.82844094513,139565.40348323123,225782.45425088602,331684.8376066881,269841.14184658235,201544.92955407556,175581.5356904051,142233.27764913952,242309.0302581213,228035.58149483046,134637.85292978652,513438.07500509935,253387.75302689956,307488.8249363936,235892.87293669124,145407.9490340684,168243.70581601924,175602.6614513585,285640.08723514713,211399.97476422772,170134.1320644558,233389.16359507726,171011.42287184682,175113.06962617996,212191.37921879545,128011.82549515872,168408.27178945756,134404.08945054087,131850.38363908438,550522.6838119348,142887.77923268543,222592.45307988478,179998.5752637975,138014.0119883855,174536.2412580468,279287.11945661367,111335.84565529988,129648.92354147293,152919.15473725792,181737.41039461017,229162.4421137583,127868.4469778125,254056.776764131
2017-02-01,207748.48210596797,454278.52097279765,249411.45787368072,186699.7499051212,376143.89948135364,297917.47572027403,242274.3214962805,312837.99621677847,324009.1879478797,140562.29470491593,227277.6279247849,334718.2100605347,271958.42538056924,202488.42702705934,176352.54778815046,142634.36939633286,243849.27248076044,229153.32419416204,135142.5079858113,515133.3560714287,254987.50448458656,310120.21918425726,236948.22182690795,146276.98870991895,168752.74887140095,175688.98791193962,286911.1911537823,213137.2075929724,171148.88537902516,235688.99680141997,171859.99210333102,176164.61315441903,213795.85086134507,128203.52578402571,168789.86981560756,134654.1680129751,132221.68778571454,552616.2498834218,143201.6863814131,222622.7942335572,179685.04087829133,138271.27775551626,175325.00282122815,279058.4638897277,111484.10134282049,130175.80351374329,153503.86924108837,182340.89109819054,229289.63806058423,128301.01876598399,255550.92704771805
2017-03-01,209135.35413793987,461108.13329946436,250258.45434920696,187734.07213654343,378303.0017312102,299461.9841842131,242624.44416531382,313603.4378722651,327599.10187378054,141602.68409230458,228900.5684158925,337776.70109722245,274335.42723328085,203391.79036667303,177088.10275080244,142973.34700529705,245299.28918177504,230203.6272314715,135580.04872680837,516139.04692384164,256615.28660617684,312623.533989093,237970.57823712085,147114.48616958433,169142.39073731744,175989.18416334668,287929.60527255427,214863.43651641472,172182.6819872862,238270.33005401175,172563.16487306118,177288.5129290591,215405.4405216629,128550.05692497897,169180.02843138415,134885.45269293967,132580.63055669086,555129.8865206041,143395.30650790993,222599.84977953587,179280.41677329523,138582.2517033094,176104.49495630132,278503.05120115855,111699.82917939343,130703.74048392514,154215.70212538863,182984.9091770522,229289.0835109733,128745.79134153044,256889.99097573958
